outcome,rate_control_pct,rate_assigned_unexposed_pct,rate_assigned_exposed_pct,naive_gap_pp,itt_pp,itt_ci_lower_pp,itt_ci_upper_pp,exposure_rate_pct,complier_effect_pp,complier_effect_ci_lower_pp,complier_effect_ci_upper_pp,complier_baseline_pct,selection_pp
visit,3.9427336286491967,3.5172114183067795,41.966849386583135,38.02411575793394,0.9606664259323598,0.8069582887212313,1.1143745631434883,3.605205951271844,26.646644849608585,22.336791845984184,30.95649785323299,15.320204536974567,11.377470908325355
conversion,0.21081283022895875,0.11226960324898468,5.57948316366484,5.3686703334358805,0.09856108166887965,0.061723689392416535,0.13539847394534277,3.605205951271844,2.7338544039102484,1.7137192620273947,3.7539895457931025,2.845628759754592,2.634815929525632
